"DateRange"	"Ranking"	"Song"	"SingerAlbum"	"DownloadCount"	"ManagementCompany"	"RecordCompany"
2011.04.03~2011.04.09	97	엄마같은 이상형	박지헌|엄마같은 이상형 (Digital Single)	35,506	DK Records	CJ E&M
2011.04.03~2011.04.09	98	제발	이소라|꽃	35,278	신나라뮤직	오감엔터테인먼트
2011.04.03~2011.04.09	99	눈물이 흐를 만큼...	박정민|The, Park Jung Min (EP)	35,086	시앤알미디어	로엔엔터테인먼트
2011.04.03~2011.04.09	100	Here I Am	제국의아이들 (ZE:A)|1집 Lovability	34,826	스타제국	지니뮤직
2011.04.10~2011.04.16	1	LOVE SONG	빅뱅|빅뱅 스페셜에디션	413,645	YG Entertainment	지니뮤직
2011.04.10~2011.04.16	2	거울아 거울아	포미닛 (4minute)|1집 4MINUTES LEFT	402,145	큐브엔터테인먼트	Universal Music
2011.04.10~2011.04.16	3	STUPID LIAR	빅뱅|빅뱅 스페셜에디션	287,761	YG Entertainment	지니뮤직
2011.04.10~2011.04.16	4	To Me (내게로..)	레인보우 (Rainbow)|So 女 (EP)	284,814	DSP미디어	CJ E&M
2011.04.10~2011.04.16	5	방콕시티 (Bangkok City)	오렌지 캬라멜 (Orange Caramel)|방콕시티 (Digital Single)	260,382	플레디스	지니뮤직
2011.04.10~2011.04.16	6	다며 (Feat. 마이티마우스)	이현 (에이트)|다며 (Digital Single)	260,347	빅히트 엔터테인먼트	CJ E&M
2011.04.10~2011.04.16	7	Heart To Heart	포미닛 (4minute)|Heart To Heart	250,283	큐브엔터테인먼트	Universal Music
2011.04.10~2011.04.16	8	제발	김범수|`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`	229,085	아이엠비씨	로엔엔터테인먼트
2011.04.10~2011.04.16	9	직감	씨엔블루 (CNBLUE)|FIRST STEP	225,107	FNC엔터테인먼트	CJ E&M
2011.04.10~2011.04.16	10	아파 아이야	양파|Elegy Nouveau - 스페셜	208,114	크리에이티브프로덕션	로엔엔터테인먼트
2011.04.10~2011.04.16	11	너 밖엔 없더라	김그림|FLY HIGH (Digtial Single)	203,579	넥스타엔터테인먼트	CJ E&M
2011.04.10~2011.04.16	12	반짝반짝	걸스데이 (Girl`s Day)|Girl`s Day Party #3	201,230	드림티 엔터테인먼트	로엔엔터테인먼트
2011.04.10~2011.04.16	13	메아리	김태우|T-School	194,842	소울샵엔터테인먼트	로엔엔터테인먼트
2011.04.10~2011.04.16	14	누구나 사랑을 한다 (With. 정단 박완규 이성욱)	부활|부활 Collaboration Project  ＋2	170,511	부활 엔터테인먼트	지니뮤직
2011.04.10~2011.04.16	15	가슴이 뛴다	케이윌 (K.Will)|가슴이 뛴다	151,766	스타쉽엔터테인먼트	로엔엔터테인먼트
2011.04.10~2011.04.16	16	La Vida Loca	클로버 (Clover)|Classic Over (EP)	151,344	지와이엠엔터테인먼트	로엔엔터테인먼트
2011.04.10~2011.04.16	17	이태원 프리덤 (With JYP)	유브이 (UV)|이태원 프리덤 (Digital Single)	150,288	코엔스타즈	CJ E&M
2011.04.10~2011.04.16	18	배가 불렀지 (Feat. GaeKo Of DYNAMIC DUO)	슈프림팀 (Supreme Team)|Hommage to Quincy Jones (Digital Singl...	142,397	아메바컬쳐	CJ E&M
2011.04.10~2011.04.16	19	가슴 시린 이야기 (Feat. 용준형)	휘성|가슴 시린 이야기	141,823	YMC엔터테인먼트	CJ E&M
2011.04.10~2011.04.16	20	BABY DON`T CRY	대성|빅뱅 스페셜에디션	133,961	YG Entertainment	CJ E&M
2011.04.10~2011.04.16	21	아나요	브레이브걸스 (Brave Girls)|Brave Girls _ The Difference	133,541	브레이브 엔터테인먼트	다날
2011.04.10~2011.04.16	22	장마	정인|Melody Remedy	126,815	정글엔터테인먼트	CJ E&M
2011.04.10~2011.04.16	23	사랑하다 끝났어	브라이언 (Brian)|Unveiled (EP)	125,684	젤리피쉬 엔터테인먼트	Universal Music
2011.04.10~2011.04.16	24	약속	백지영|`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`	121,190	아이엠비씨	로엔엔터테인먼트
2011.04.10~2011.04.16	25	사랑했나봐	장혜진|사랑했나봐	117,866	Warner Music	로엔엔터테인먼트
2011.04.10~2011.04.16	26	아무일도 없었다	정엽|49일 OST Part 3	117,611	스타엔트리엔터테인먼트	다날
2011.04.10~2011.04.16	27	Broken	서인국|Broken	117,235	젤리피쉬 엔터테인먼트	Universal Music
2011.04.10~2011.04.16	28	핑크 로켓 (Pink Rocket)	Dal★Shabet (달샤벳)|핑크 로켓 (Pink Rocket) (EP)	114,733	해피페이스 엔터테인먼트	Sony Music
2011.04.10~2011.04.16	29	0330	유키스 (U-Kiss)|Bran New Kiss (EP)	112,755	NH EMG	로엔엔터테인먼트
2011.04.10~2011.04.16	30	You Are My Lady	김건모|`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`	106,995	아이엠비씨	아이엠비씨
2011.04.10~2011.04.16	31	사랑이 말을 듣지 않아 (Rain Ver.) (Feat. D.Heav...	나몰라패밀리JW|Revolution	105,250	장엔터테인먼트	로엔엔터테인먼트
2011.04.10~2011.04.16	32	Dash (With YB)	윤도현|`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`	103,536	아이엠비씨	아이엠비씨
2011.04.10~2011.04.16	33	미친거니 (Feat. 방용국)	송지은|미친거니 (Digital Single)	101,301	TS엔터테인먼트	로엔엔터테인먼트
2011.04.10~2011.04.16	34	아는 여자	나르샤|가시나무 새 OST PART 3	98,725	지앤지프로덕션	로엔엔터테인먼트
2011.04.10~2011.04.16	35	Tonight	빅뱅|빅뱅 미니앨범 4집	98,677	YG Entertainment	지니뮤직
2011.04.10~2011.04.16	36	Talk Talk Talk	NS Yoon-G|Talk Talk Talk (Digital Single)	94,868	JTM엔터테인먼트	로엔엔터테인먼트
2011.04.10~2011.04.16	37	별 짓 다해봤는데	알리 (Ali)|별 짓 다해봤는데	93,996	예당 컴퍼니, 트로피엔터테인먼트	다이렉트미디어
2011.04.10~2011.04.16	38	첫인상	박정현|`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`	91,401	아이엠비씨	로엔엔터테인먼트
2011.04.10~2011.04.16	39	나 항상 그대를 (With YB)	윤도현|`나는 가수다` 경연 1. (`80년대 명곡 부르기)	90,635	아이엠비씨	로엔엔터테인먼트
2011.04.10~2011.04.16	40	잊을게	정엽|`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`	83,419	아이엠비씨	로엔엔터테인먼트
2011.04.10~2011.04.16	41	들리나요	지아 (Zia)|내 마음이 들리니 OST Part 1	82,603	더그루브엔터테인먼트	로엔엔터테인먼트
2011.04.10~2011.04.16	42	Chocolate Drive	김지수|Chocolate Drive	82,010	쇼파르뮤직	CJ E&M
2011.04.10~2011.04.16	43	Nothing`s Over	인피니트 (Infinite)|Inspirit	79,513	울림 엔터테인먼트	CJ E&M
2011.04.10~2011.04.16	44	한달만 헤어지자 (With 이수경)	송호범|한달만 헤어지자 (Digital Single)	78,367	BIG Music	NHN벅스
2011.04.10~2011.04.16	45	내꺼중에 최고	이현 (에이트)|내꺼중에 최고 (EP)	78,303	빅히트 엔터테인먼트	CJ E&M
2011.04.10~2011.04.16	46	몸부림	정재욱|몸부림 (Digital Single)	76,576	팝업엔터테인먼트	지니뮤직
2011.04.10~2011.04.16	47	언제까지나	박보람|49일 OST Part 5	76,374	스타엔트리엔터테인먼트	다날
2011.04.10~2011.04.16	48	그때가 지금이라면	부활|그때가 지금이라면	69,381	애프터런치뮤직	NHN벅스
2011.04.10~2011.04.16	49	나만 몰랐던 이야기	아이유 (IU)|Real+	66,659	로엔엔터테인먼트	로엔엔터테인먼트
2011.04.10~2011.04.16	50	그 곳	장재인|Early Days	66,236	키위뮤직	NHN벅스
2011.04.10~2011.04.16	51	Brothers＆Me (With JYP & Rain)	김태우|T-school	65,321	폴라리스	로엔엔터테인먼트
2011.04.10~2011.04.16	52	I Wanna Go	Britney Spears|Femme Fatale	65,057	Sony Music	Sony Music
2011.04.10~2011.04.16	53	Always	클릭비 (Click-B)|To Be Continued	64,910	Ms 엔터테인먼트	NHN벅스
2011.04.10~2011.04.16	54	너에게로 또 다시	이소라|`나는 가수다` 경연 1. `80년대 명곡 부르기	62,942	아이엠비씨	로엔엔터테인먼트
2011.04.10~2011.04.16	55	바람이 분다	이소라|6집 눈썹달	60,748	아인스디지탈	IS MUSIC
2011.04.10~2011.04.16	56	사랑은 잔인하게 쓰여진다	최진이 (럼블피쉬)|신기생뎐 OST Part 3	60,018	스타엔트리엔터테인먼트	다날
2011.04.10~2011.04.16	57	Cafe	빅뱅|빅뱅 미니앨범 4집	59,536	YG Entertainment	지니뮤직
2011.04.10~2011.04.16	58	Black & White	지나(G.NA)|Black & White	59,516	큐브엔터테인먼트	Universal Music
2011.04.10~2011.04.16	59	LOVE GIRL	씨엔블루 (CNBLUE)|FIRST STEP	59,471	FNC엔터테인먼트	CJ E&M
2011.04.10~2011.04.16	60	파파라치 (Feat. 에릭)	간미연|Watch	58,639	쏘스뮤직	지니뮤직
2011.04.10~2011.04.16	61	Top Star	토니안|Top Star	58,533	티엔엔터테인먼트	NHN벅스
2011.04.10~2011.04.16	62	Love The Way You Lie (Piano Ver.)	Rihanna|Loud (Deluxe Edition)	56,799	Universal Music	Universal Music
2011.04.10~2011.04.16	63	나의 하루	이소라|`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`	55,996	아이엠비씨	로엔엔터테인먼트
2011.04.10~2011.04.16	64	비오는 날의 수채화	박정현|`나는 가수다` 경연 1. `80년대 명곡 부르기	54,399	아이엠비씨	로엔엔터테인먼트
2011.04.10~2011.04.16	65	My Darling	플라워 (Flower)|My Darling	53,244	EM컴퍼니	로엔엔터테인먼트
2011.04.10~2011.04.16	66	상상 (Imagine)	씨엔블루 (CNBLUE)|FIRST STEP	52,904	FNC엔터테인먼트	CJ E&M
2011.04.10~2011.04.16	67	무시로	백지영|`나는 가수다` 경연 1. `80년대 명곡 부르기	52,825	아이엠비씨	로엔엔터테인먼트
2011.04.10~2011.04.16	68	너라면 좋겠어	양파|Elegy Nouveau - 스페셜	52,635	크리에이티브프로덕션	로엔엔터테인먼트
2011.04.10~2011.04.16	69	나쁜 습관 (Feat.예원)	소울 다이브 (Soul Dive)|Bad Habits (EP)	52,084	J2 엔터테인먼트	CJ E&M
2011.04.10~2011.04.16	70	그대 모습은 장미	김범수|`나는 가수다` 경연 1. `80년대 명곡 부르기	52,000	아이엠비씨	로엔엔터테인먼트
2011.04.10~2011.04.16	71	I`ll be There (Feat. 박재범)	스윙스(Swings)|I`ll be There	51,112	JM Entertainment	힙합플레이야
2011.04.10~2011.04.16	72	FLY	슈퍼주니어-K.R.Y (Super Junior-K.R.Y)|FLY (Digital Single)	48,759	CJ E&M	CJ E&M
2011.04.10~2011.04.16	73	너 말이야	5dolls|Charming Five Girls	48,613	코어컨텐츠미디어	CJ E&M
2011.04.10~2011.04.16	74	좋은 날	아이유 (IU)|Real	48,394	로엔엔터테인먼트	로엔엔터테인먼트
2011.04.10~2011.04.16	75	가슴이 알죠	리사 (Lisa)|남자를 믿었네 OST Part 2	46,172	풍년아트콘텐츠	NHN벅스
2011.04.10~2011.04.16	76	What Is Right	빅뱅|빅뱅 미니앨범 4집	45,501	YG Entertainment	지니뮤직
2011.04.10~2011.04.16	77	She Is Not Following You (Feat. 지은)	이루펀트 (Eluphant)|She Is Not Following You	45,243	로엔엔터테인먼트, 소울컴퍼니	로엔엔터테인먼트
2011.04.10~2011.04.16	78	Hey Hey Hey	권리세|스타오디션 위대한 탄생 Part 1 - 8090 명곡 부르기	43,578	아이엠비씨	NHN벅스
2011.04.10~2011.04.16	79	한사람	다비치|웃어요, 엄마 OST Part 8	43,348	제이원 & 펜타그램 엔터테인먼트	포니캐년코리아
2011.04.10~2011.04.16	80	최고의 사랑 (最愛 / Saiai) (후쿠야마 마사하루 리메이크 / ...	2AM|최고의 사랑 (후쿠야마 마사하루 리메이크)	43,159	Universal Music	Universal Music
2011.04.10~2011.04.16	81	짝사랑	정엽|`나는 가수다` 경연 1. `80년대 명곡 부르기	43,020	아이엠비씨	로엔엔터테인먼트
2011.04.10~2011.04.16	82	톡톡 (Tok Tok) (Feat. Soya)	마이티 마우스 (Mighty Mouth)|Mighty Fresh	42,855	원오원엔터테인먼트	로엔엔터테인먼트
2011.04.10~2011.04.16	83	비밀 (Special Vocal. 박완규)	부활|부활 Collaboration Project ` + (plus)` /...	41,711	부활 엔터테인먼트	지니뮤직
2011.04.10~2011.04.16	84	See Me Now (Feat. Beyonce, Charlie Wil...	Kanye West|My Beautiful Dark Twisted Fantasy (Del...	41,233	Roc-A-Fella Records, LLC	Universal Music
2011.04.10~2011.04.16	85	가질 수 없는 너	현빈|현빈, 가질 수 없는 너	40,833	예술의 봄	SBS 콘텐츠허브
2011.04.10~2011.04.16	86	그대로 멈춰라!	블락비 (Block B)|Do U Wanna B?	38,620	브랜뉴스타덤	로엔엔터테인먼트
2011.04.10~2011.04.16	87	사랑이 내리고....	김정훈|Present	37,967	메르센	식스틴미디어
2011.04.10~2011.04.16	88	아이고	거북이|아이고	37,928	태일런스미디어	CJ E&M
2011.04.10~2011.04.16	89	DR FEEL GOOD (Korean Ver.)	라니아(Rania)|Teddy Riley, The First Expansion In As...	37,439	예당컴퍼니, DR MUSIC INTERNATIONAL	다이렉트미디어
2011.04.10~2011.04.16	90	철수와 미미 (Feat. 길, Supreme Team)	정인|Melody Remedy	35,393	정글엔터테인먼트	CJ E&M
2011.04.10~2011.04.16	91	시간을 되돌린다면	임정희|로열패밀리 OST Part 3	35,094	CJ E&M	CJ E&M
2011.04.10~2011.04.16	92	이것만은 알고 가 (Before U Go)	동방신기|왜(Keep Your Head Down) Repackage `이것만은...	34,753	SM Entertainment	SM Entertainment
2011.04.10~2011.04.16	93	라라, 소년을 만나다	박혜경 In Neverland|라라, 소년을 만나다	32,982	더라임라이트뮤직컨설팅	에스케이커뮤니케이션즈
2011.04.10~2011.04.16	94	잘 된 일이야	나비 (Navi)|1집 Hello	32,643	ITM	로엔엔터테인먼트
2011.04.10~2011.04.16	95	We No Speak Americano (Radio Edit)	Yolanda Be Cool & DCup|We No Speak Americano (Single)	29,746	시크리션뮤직코리아	티에스앤컴퍼니
2011.04.10~2011.04.16	96	기다리고 싶어	거미|마이더스 OST Part 2	29,215	포니캐년코리아	포니캐년코리아
2011.04.10~2011.04.16	97	죽도록 사랑했는데 남은건 상처다	에스프레소|죽도록 사랑했는데 남은건 상처다	29,125	K스타뮤직	지니뮤직
2011.04.10~2011.04.16	98	너는 간단하고 나는 복잡한 얘기	한경일|너는 간단하고 나는 복잡한 얘기	28,918	아이록스엔터테인먼트	로엔엔터테인먼트
2011.04.10~2011.04.16	99	사랑하긴 했나봐	렌 (LEN)|사랑하긴 했나봐 (Digital Single)	28,482	디오푸스뮤직	NHN벅스
2011.04.10~2011.04.16	100	사랑은 똑같다	먼데이키즈, 가비엔제이|소울트레인(Soul Train) Part 1	28,462	로엔엔터테인먼트	로엔엔터테인먼트
2011.04.17~2011.04.23	1	피노키오 (Danger)	f(x)|`피노키오` f(x) The 1st Album	548,927	SM Entertainment	지니뮤직
2011.04.17~2011.04.23	2	Don`t Cry	박봄|Don`t Cry (Digital Single)	424,374	YG Entertainment	지니뮤직
2011.04.17~2011.04.23	3	배가 불렀지 (Feat. GaeKo Of DYNAMIC DUO)	슈프림팀 (Supreme Team)|Hommage to Quincy Jones (Digital Singl...	340,644	아메바컬쳐	CJ E&M
2011.04.17~2011.04.23	4	거울아 거울아	포미닛 (4minute)|1집 4MINUTES LEFT	305,967	큐브엔터테인먼트	Universal Music
2011.04.17~2011.04.23	5	LOVE SONG	빅뱅|빅뱅 스페셜에디션	291,013	YG Entertainment	지니뮤직
2011.04.17~2011.04.23	6	To Me (내게로..)	레인보우 (Rainbow)|So 女 (EP)	231,402	DSP미디어	CJ E&M
2011.04.17~2011.04.23	7	들리나요	지아 (Zia)|내 마음이 들리니 OST Part 1	229,707	더그루브엔터테인먼트	로엔엔터테인먼트
2011.04.17~2011.04.23	8	슈루룹	먼데이 키즈 (Monday Kiz)|Memories Cantare (EP)	222,828	캔 엔터테인먼트	로엔엔터테인먼트
2011.04.17~2011.04.23	9	다며 (Feat. 마이티마우스)	이현 (에이트)|다며 (Digital Single)	222,476	빅히트 엔터테인먼트	CJ E&M
2011.04.17~2011.04.23	10	방콕시티 (Bangkok City)	오렌지 캬라멜 (Orange Caramel)|방콕시티 (Digital Single)	204,121	플레디스	지니뮤직
2011.04.17~2011.04.23	11	핑크 로켓 (Pink Rocket)	Dal★Shabet (달샤벳)|핑크 로켓 (Pink Rocket) (EP)	193,482	해피페이스 엔터테인먼트	Sony Music
2011.04.17~2011.04.23	12	Heart To Heart	포미닛 (4minute)|Heart To Heart	188,870	큐브엔터테인먼트	Universal Music
2011.04.17~2011.04.23	13	STUPID LIAR	빅뱅|빅뱅 스페셜에디션	187,153	YG Entertainment	지니뮤직
2011.04.17~2011.04.23	14	직감	씨엔블루 (CNBLUE)|FIRST STEP	181,382	FNC엔터테인먼트	CJ E&M
2011.04.17~2011.04.23	15	반짝반짝	걸스데이 (Girl`s Day)|Girl`s Day Party #3	177,918	드림티 엔터테인먼트	로엔엔터테인먼트
2011.04.17~2011.04.23	16	제발	김범수|`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`	163,676	아이엠비씨	로엔엔터테인먼트
2011.04.17~2011.04.23	17	너 밖엔 없더라	김그림|FLY HIGH (Digtial Single)	155,534	넥스타엔터테인먼트	CJ E&M
2011.04.17~2011.04.23	18	메아리	김태우|T-School	151,714	소울샵엔터테인먼트	로엔엔터테인먼트
2011.04.17~2011.04.23	19	아파 아이야	양파|Elegy Nouveau - 스페셜	151,162	크리에이티브프로덕션	로엔엔터테인먼트
2011.04.17~2011.04.23	20	Lollipop (Feat. SHINee)	f(x)|1집 피노키오	143,760	SM Entertainment	지니뮤직
2011.04.17~2011.04.23	21	La Vida Loca	클로버 (Clover)|Classic Over (EP)	137,611	지와이엠엔터테인먼트	로엔엔터테인먼트
2011.04.17~2011.04.23	22	애정만세	가비엔제이 (Gavy NJ)|애정만세	130,745	Good fellas Entertainment	로엔엔터테인먼트
2011.04.17~2011.04.23	23	몰라요	에이핑크 (Apink)|Seven Springs Of Apink	130,578	CJ E&M	플랜에이 엔터테인먼트
2011.04.17~2011.04.23	24	가지말걸 그랬어 (Feat. 주영)	김진표 (JP)|가지말걸 그랬어	121,141	NHN벅스	NHN벅스
2011.04.17~2011.04.23	25	이태원 프리덤 (With JYP)	유브이 (UV)|이태원 프리덤 (Digital Single)	119,960	코엔스타즈	CJ E&M
2011.04.17~2011.04.23	26	우리 여기까지 하자	이석훈, 베이지 (Beige)|가시나무 새 OST	117,086	지앤지프로덕션	로엔엔터테인먼트
2011.04.17~2011.04.23	27	가슴이 뛴다	케이윌 (K.Will)|가슴이 뛴다	116,844	스타쉽엔터테인먼트	로엔엔터테인먼트
2011.04.17~2011.04.23	28	누구나 사랑을 한다 (With. 정단 박완규 이성욱)	부활|부활 Collaboration Project  ＋2	110,047	부활 엔터테인먼트	지니뮤직
2011.04.17~2011.04.23	29	가슴 시린 이야기 (Feat. 용준형)	휘성|가슴 시린 이야기	109,705	YMC엔터테인먼트	CJ E&M
2011.04.17~2011.04.23	30	안되니	팀 (Tim)|49일 OST Part 6	107,484	다날	스타엔트리엔터테인먼트
2011.04.17~2011.04.23	31	별 짓 다해봤는데	알리 (Ali)|별 짓 다해봤는데	106,113	예당 컴퍼니, 트로피엔터테인먼트	다이렉트미디어
2011.04.17~2011.04.23	32	Talk Talk Talk	NS Yoon-G|Talk Talk Talk (Digital Single)	105,427	JTM엔터테인먼트	로엔엔터테인먼트
2011.04.17~2011.04.23	33	0330	유키스 (U-Kiss)|Bran New Kiss (EP)	100,554	NH EMG	로엔엔터테인먼트
2011.04.17~2011.04.23	34	아무일도 없었다	정엽|49일 OST Part 3	96,279	스타엔트리엔터테인먼트	다날
2011.04.17~2011.04.23	35	사랑했나봐	장혜진|사랑했나봐	91,410	Warner Music	로엔엔터테인먼트
2011.04.17~2011.04.23	36	Judas	Lady GaGa|Judas (Single)	90,324	Interscope Records	Universal Music
2011.04.17~2011.04.23	37	아나요	브레이브걸스 (Brave Girls)|Brave Girls _ The Difference	89,122	브레이브 엔터테인먼트	다날
2011.04.17~2011.04.23	38	약속	백지영|`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`	86,839	아이엠비씨	로엔엔터테인먼트
2011.04.17~2011.04.23	39	장마	정인|Melody Remedy	86,738	정글엔터테인먼트	CJ E&M
2011.04.17~2011.04.23	40	아이 (Love)	f(x)|`피노키오` f(x) The 1st Album	85,479	SM Entertainment	SM Entertainment
2011.04.17~2011.04.23	41	사랑하다 끝났어	브라이언 (Brian)|Unveiled (EP)	84,529	젤리피쉬 엔터테인먼트	Universal Music
