"ChineseDramaName"	"KoreaDramaName"	"TV"	"EP"	"Date"	"Rate"	"Weekday"
"危險的女人"	"위험한 여자"	"MBC"	9	2011-10-20	10.2	"週四"
"危險的女人"	"위험한 여자"	"MBC"	10	2011-10-21	10.5	"週五"
"危險的女人"	"위험한 여자"	"MBC"	11	2011-10-24	9.7	"週一"
"危險的女人"	"위험한 여자"	"MBC"	12	2011-10-25	11.2	"週二"
"危險的女人"	"위험한 여자"	"MBC"	13	2011-10-26	9.8	"週三"
"危險的女人"	"위험한 여자"	"MBC"	14	2011-10-27	9.5	"週四"
"危險的女人"	"위험한 여자"	"MBC"	15	2011-10-28	10.1	"週五"
"危險的女人"	"위험한 여자"	"MBC"	16	2011-10-31	10.1	"週一"
"危險的女人"	"위험한 여자"	"MBC"	17	2011-11-01	10.4	"週二"
"危險的女人"	"위험한 여자"	"MBC"	18	2011-11-02	10	"週三"
"危險的女人"	"위험한 여자"	"MBC"	19	2011-11-03	9.8	"週四"
"危險的女人"	"위험한 여자"	"MBC"	20	2011-11-04	10.6	"週五"
"危險的女人"	"위험한 여자"	"MBC"	21	2011-11-07	10.2	"週一"
"危險的女人"	"위험한 여자"	"MBC"	22	2011-11-08	9.6	"週二"
"危險的女人"	"위험한 여자"	"MBC"	23	2011-11-09	9.7	"週三"
"危險的女人"	"위험한 여자"	"MBC"	24	2011-11-10	10	"週四"
"危險的女人"	"위험한 여자"	"MBC"	25	2011-11-11	10.3	"週五"
"危險的女人"	"위험한 여자"	"MBC"	26	2011-11-14	10	"週一"
"危險的女人"	"위험한 여자"	"MBC"	27	2011-11-15	9	"週二"
"危險的女人"	"위험한 여자"	"MBC"	28	2011-11-16	9.2	"週三"
"危險的女人"	"위험한 여자"	"MBC"	29	2011-11-17	9.7	"週四"
"危險的女人"	"위험한 여자"	"MBC"	30	2011-11-18	9	"週五"
"危險的女人"	"위험한 여자"	"MBC"	31	2011-11-21	10.4	"週一"
"危險的女人"	"위험한 여자"	"MBC"	32	2011-11-22	10	"週二"
"危險的女人"	"위험한 여자"	"MBC"	33	2011-11-23	10.6	"週三"
"危險的女人"	"위험한 여자"	"MBC"	34	2011-11-24	11	"週四"
"危險的女人"	"위험한 여자"	"MBC"	35	2011-11-25	10	"週五"
"危險的女人"	"위험한 여자"	"MBC"	36	2011-11-28	10.6	"週一"
"危險的女人"	"위험한 여자"	"MBC"	37	2011-11-29	9.8	"週二"
"危險的女人"	"위험한 여자"	"MBC"	38	2011-11-30	10.4	"週三"
"危險的女人"	"위험한 여자"	"MBC"	39	2011-12-01	10.4	"週四"
"危險的女人"	"위험한 여자"	"MBC"	40	2011-12-02	9.4	"週五"
"危險的女人"	"위험한 여자"	"MBC"	41	2011-12-05	10.5	"週一"
"危險的女人"	"위험한 여자"	"MBC"	42	2011-12-06	10.9	"週二"
"危險的女人"	"위험한 여자"	"MBC"	43	2011-12-07	11.2	"週三"
"危險的女人"	"위험한 여자"	"MBC"	44	2011-12-08	11	"週四"
"危險的女人"	"위험한 여자"	"MBC"	45	2011-12-09	11	"週五"
"危險的女人"	"위험한 여자"	"MBC"	46	2011-12-12	11.1	"週一"
"危險的女人"	"위험한 여자"	"MBC"	47	2011-12-13	12	"週二"
"危險的女人"	"위험한 여자"	"MBC"	48	2011-12-14	11.3	"週三"
"危險的女人"	"위험한 여자"	"MBC"	49	2011-12-15	11.9	"週四"
"危險的女人"	"위험한 여자"	"MBC"	50	2011-12-16	10.9	"週五"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	1	2011-11-14	10.1	"週一"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	2	2011-11-15	9.4	"週二"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	3	2011-11-16	9.1	"週三"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	4	2011-11-17	11.3	"週四"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	5	2011-11-18	11.2	"週五"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	6	2011-11-21	11	"週一"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	7	2011-11-22	10.1	"週二"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	8	2011-11-23	10.4	"週三"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	9	2011-11-24	11.1	"週四"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	10	2011-11-25	12.6	"週五"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	11	2011-11-28	9.6	"週一"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	12	2011-11-29	11.3	"週二"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	13	2011-11-30	11	"週三"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	14	2011-12-01	10.7	"週四"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	15	2011-12-02	11.3	"週五"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	16	2011-12-05	12.8	"週一"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	17	2011-12-06	12.4	"週二"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	18	2011-12-07	12.8	"週三"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	19	2011-12-08	11.7	"週四"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	20	2011-12-09	11.7	"週五"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	21	2011-12-12	12.4	"週一"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	22	2011-12-13	12.8	"週二"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	23	2011-12-14	12.4	"週三"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	24	2011-12-15	13.3	"週四"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	25	2011-12-16	12.4	"週五"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	NA	2011-12-19	NA	"週一"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	26	2011-12-20	12.6	"週二"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	27	2011-12-21	12.4	"週三"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	28	2011-12-22	12.3	"週四"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	29	2011-12-23	13.3	"週五"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	30	2011-12-26	13.2	"週一"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	31	2011-12-27	13.6	"週二"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	32	2011-12-28	13.6	"週三"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	33	2011-12-29	13.2	"週四"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	34	2011-12-30	13	"週五"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	35	2012-01-02	13.4	"週一"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	36	2012-01-03	15	"週二"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	37	2012-01-04	13.5	"週三"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	38	2012-01-05	14	"週四"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	39	2012-01-06	13.9	"週五"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	40	2012-01-09	14.8	"週一"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	41	2012-01-10	14.7	"週二"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	42	2012-01-11	14.8	"週三"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	43	2012-01-12	14.6	"週四"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	44	2012-01-13	14.4	"週五"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	45	2012-01-16	15.8	"週一"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	46	2012-01-17	16.9	"週二"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	47	2012-01-18	14.4	"週三"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	48	2012-01-19	16	"週四"
"我的女兒是花兒"	"내 딸 꽃님이"	"SBS"	49	2012-01-20	14.2	"週五"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	1	2011-09-19	10.2	"週一"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	2	2011-09-20	10.4	"週二"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	NA	2011-09-21	NA	"週三"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	3	2011-09-22	9.5	"週四"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	4	2011-09-23	11.2	"週五"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	5	2011-09-26	9.8	"週一"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	6	2011-09-27	9.7	"週二"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	7	2011-09-28	10.9	"週三"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	8	2011-09-29	10.6	"週四"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	9	2011-09-30	11.1	"週五"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	10	2011-10-03	13.1	"週一"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	11	2011-10-04	11.4	"週二"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	12	2011-10-05	9.9	"週三"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	13	2011-10-06	10.7	"週四"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	NA	2011-10-07	NA	"週五"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	14	2011-10-10	9.7	"週一"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	NA	2011-10-11	NA	"週二"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	15	2011-10-12	10.8	"週三"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	16	2011-10-13	10.7	"週四"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	17	2011-10-14	12.5	"週五"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	NA	2011-10-17	NA	"週一"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	18	2011-10-18	10.1	"週二"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	19	2011-10-19	11.1	"週三"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	20	2011-10-20	10.7	"週四"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	21	2011-10-21	11.1	"週五"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	22	2011-10-24	11	"週一"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	NA	2011-10-25	NA	"週二"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	NA	2011-10-26	NA	"週三"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	23	2011-10-27	10.7	"週四"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	24	2011-10-28	9.9	"週五"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	25	2011-10-31	9.3	"週一"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	26	2011-11-01	9.9	"週二"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	27	2011-11-02	10.9	"週三"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	28	2011-11-03	10.5	"週四"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	29	2011-11-04	10.2	"週五"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	30	2011-11-07	10.2	"週一"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	31	2011-11-08	10.9	"週二"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	32	2011-11-09	13	"週三"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	33	2011-11-10	11.7	"週四"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	34	2011-11-11	11.9	"週五"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	35	2011-11-14	11.4	"週一"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	36	2011-11-15	10.3	"週二"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	37	2011-11-16	12.2	"週三"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	38	2011-11-17	12.3	"週四"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	39	2011-11-18	15.2	"週五"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	40	2011-11-21	11.4	"週一"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	41	2011-11-22	10.4	"週二"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	42	2011-11-23	11.4	"週三"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	43	2011-11-24	11.2	"週四"
"歡樂滿屋2：短腿的反擊"	"하이킥! 짧은 다리의 역습"	"MBC"	44	2011-11-25	12.1	"週五"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	1	2011-11-21	10	"週一"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	2	2011-11-22	10.5	"週二"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	3	2011-11-23	10.3	"週三"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	4	2011-11-24	9.3	"週四"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	5	2011-11-25	8.4	"週五"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	6	2011-11-28	9.5	"週一"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	7	2011-11-29	9.7	"週二"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	8	2011-11-30	8.7	"週三"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	9	2011-12-01	9.9	"週四"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	10	2011-12-02	9.3	"週五"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	11	2011-12-05	9.4	"週一"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	12	2011-12-06	8.6	"週二"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	13	2011-12-07	9.2	"週三"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	14	2011-12-08	9.3	"週四"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	15	2011-12-09	9	"週五"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	16	2011-12-12	9.4	"週一"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	17	2011-12-13	9.8	"週二"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	18	2011-12-14	9.4	"週三"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	19	2011-12-15	9.8	"週四"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	20	2011-12-16	8.3	"週五"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	NA	2011-12-19	NA	"週一"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	21	2011-12-20	9.1	"週二"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	22	2011-12-21	7.7	"週三"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	23	2011-12-22	8.4	"週四"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	24	2011-12-23	9	"週五"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	25	2011-12-26	9.1	"週一"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	26	2011-12-27	9.4	"週二"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	27	2011-12-28	9.5	"週三"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	28	2011-12-29	9.8	"週四"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	29	2011-12-30	9.1	"週五"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	30	2012-01-02	9.2	"週一"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	31	2012-01-03	10.5	"週二"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	32	2012-01-04	10.1	"週三"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	33	2012-01-05	10.4	"週四"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	34	2012-01-06	9	"週五"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	35	2012-01-09	9.2	"週一"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	36	2012-01-10	10.2	"週二"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	37	2012-01-11	9.4	"週三"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	38	2012-01-12	9.7	"週四"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	39	2012-01-13	8.9	"週五"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	40	2012-01-16	9.8	"週一"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	41	2012-01-17	10	"週二"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	42	2012-01-18	9.6	"週三"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	43	2012-01-19	10.3	"週四"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	44	2012-01-20	8.4	"週五"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	45	2012-01-23	6.2	"週一"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	46	2012-01-24	7.9	"週二"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	47	2012-01-25	8.9	"週三"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	48	2012-01-26	10.4	"週四"
"幸福，像今天一樣"	"오늘만 같아라"	"MBC"	49	2012-01-27	8.5	"週五"
"只有你"	"당신 뿐이야"	"KBS1"	1	2011-11-07	18.8	"週一"
"只有你"	"당신 뿐이야"	"KBS1"	2	2011-11-08	20.3	"週二"
"只有你"	"당신 뿐이야"	"KBS1"	3	2011-11-09	17.8	"週三"
"只有你"	"당신 뿐이야"	"KBS1"	4	2011-11-10	18.2	"週四"
"只有你"	"당신 뿐이야"	"KBS1"	5	2011-11-11	17	"週五"
"只有你"	"당신 뿐이야"	"KBS1"	6	2011-11-14	18.3	"週一"
"只有你"	"당신 뿐이야"	"KBS1"	7	2011-11-15	18.6	"週二"
"只有你"	"당신 뿐이야"	"KBS1"	8	2011-11-16	17.5	"週三"
"只有你"	"당신 뿐이야"	"KBS1"	9	2011-11-17	19.4	"週四"
"只有你"	"당신 뿐이야"	"KBS1"	10	2011-11-18	17.8	"週五"
"只有你"	"당신 뿐이야"	"KBS1"	11	2011-11-21	20.9	"週一"
"只有你"	"당신 뿐이야"	"KBS1"	12	2011-11-22	22.4	"週二"
"只有你"	"당신 뿐이야"	"KBS1"	13	2011-11-23	21.6	"週三"
"只有你"	"당신 뿐이야"	"KBS1"	14	2011-11-24	21.6	"週四"
"只有你"	"당신 뿐이야"	"KBS1"	15	2011-11-25	20.3	"週五"
"只有你"	"당신 뿐이야"	"KBS1"	16	2011-11-28	22.6	"週一"
"只有你"	"당신 뿐이야"	"KBS1"	17	2011-11-29	23.6	"週二"
"只有你"	"당신 뿐이야"	"KBS1"	18	2011-11-30	21.9	"週三"
"只有你"	"당신 뿐이야"	"KBS1"	19	2011-12-01	20.6	"週四"
"只有你"	"당신 뿐이야"	"KBS1"	20	2011-12-02	22	"週五"
"只有你"	"당신 뿐이야"	"KBS1"	21	2011-12-05	23.1	"週一"
"只有你"	"당신 뿐이야"	"KBS1"	22	2011-12-06	23.4	"週二"
"只有你"	"당신 뿐이야"	"KBS1"	23	2011-12-07	22.8	"週三"
"只有你"	"당신 뿐이야"	"KBS1"	24	2011-12-08	21.3	"週四"
"只有你"	"당신 뿐이야"	"KBS1"	25	2011-12-09	21.5	"週五"
"只有你"	"당신 뿐이야"	"KBS1"	26	2011-12-12	23.1	"週一"
"只有你"	"당신 뿐이야"	"KBS1"	27	2011-12-13	24.1	"週二"
"只有你"	"당신 뿐이야"	"KBS1"	28	2011-12-14	23.1	"週三"
"只有你"	"당신 뿐이야"	"KBS1"	29	2011-12-15	24.7	"週四"
"只有你"	"당신 뿐이야"	"KBS1"	30	2011-12-16	22.6	"週五"
"只有你"	"당신 뿐이야"	"KBS1"	NA	2011-12-19	NA	"週一"
"只有你"	"당신 뿐이야"	"KBS1"	31	2011-12-20	22.8	"週二"
"只有你"	"당신 뿐이야"	"KBS1"	32	2011-12-21	21.4	"週三"
"只有你"	"당신 뿐이야"	"KBS1"	33	2011-12-22	23.1	"週四"
"只有你"	"당신 뿐이야"	"KBS1"	34	2011-12-23	21.1	"週五"
"只有你"	"당신 뿐이야"	"KBS1"	35	2011-12-26	21.9	"週一"
"只有你"	"당신 뿐이야"	"KBS1"	36	2011-12-27	22	"週二"
"只有你"	"당신 뿐이야"	"KBS1"	37	2011-12-28	21.5	"週三"
"只有你"	"당신 뿐이야"	"KBS1"	38	2011-12-29	21.5	"週四"
"只有你"	"당신 뿐이야"	"KBS1"	39	2011-12-30	20.2	"週五"
"只有你"	"당신 뿐이야"	"KBS1"	40	2012-01-02	21.5	"週一"
"只有你"	"당신 뿐이야"	"KBS1"	41	2012-01-03	23.7	"週二"
"只有你"	"당신 뿐이야"	"KBS1"	42	2012-01-04	22.5	"週三"
"只有你"	"당신 뿐이야"	"KBS1"	43	2012-01-05	23.4	"週四"
"只有你"	"당신 뿐이야"	"KBS1"	44	2012-01-06	22.8	"週五"
"只有你"	"당신 뿐이야"	"KBS1"	45	2012-01-09	23.3	"週一"
"只有你"	"당신 뿐이야"	"KBS1"	46	2012-01-10	23.6	"週二"
"只有你"	"당신 뿐이야"	"KBS1"	47	2012-01-11	22.7	"週三"
"只有你"	"당신 뿐이야"	"KBS1"	48	2012-01-12	24.1	"週四"
"只有你"	"당신 뿐이야"	"KBS1"	49	2012-01-13	20.9	"週五"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	1	2012-01-02	8.1	"週一"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	2	2012-01-03	10.2	"週二"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	3	2012-01-09	11.3	"週一"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	4	2012-01-10	10.2	"週二"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	5	2012-01-16	13.5	"週一"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	6	2012-01-17	13.5	"週二"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	7	2012-01-23	9.2	"週一"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	8	2012-01-24	12.6	"週二"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	9	2012-01-30	14.5	"週一"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	10	2012-01-31	15.9	"週二"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	11	2012-02-06	17.1	"週一"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	12	2012-02-07	19.4	"週二"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	13	2012-02-13	20.1	"週一"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	14	2012-02-14	20.4	"週二"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	15	2012-02-20	21.6	"週一"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	16	2012-02-21	22.2	"週二"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	17	2012-02-27	21	"週一"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	18	2012-02-28	23	"週二"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	19	2012-03-05	22.7	"週一"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	20	2012-03-06	23.3	"週二"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	21	2012-03-12	22.1	"週一"
"工薪族楚漢志"	"샐러리맨 초한지"	"SBS"	22	2012-03-13	24.2	"週二"
"Brain"	"브레인"	"KBS2"	1	2011-11-14	8.9	"週一"
"Brain"	"브레인"	"KBS2"	2	2011-11-14	8.9	"週一"
"Brain"	"브레인"	"KBS2"	NA	2011-11-15	NA	"週二"
"Brain"	"브레인"	"KBS2"	3	2011-11-21	8.2	"週一"
"Brain"	"브레인"	"KBS2"	4	2011-11-22	10.3	"週二"
"Brain"	"브레인"	"KBS2"	5	2011-11-28	10.6	"週一"
"Brain"	"브레인"	"KBS2"	6	2011-11-29	10.7	"週二"
"Brain"	"브레인"	"KBS2"	7	2011-12-05	12	"週一"
"Brain"	"브레인"	"KBS2"	8	2011-12-06	12.9	"週二"
"Brain"	"브레인"	"KBS2"	9	2011-12-12	13.8	"週一"
"Brain"	"브레인"	"KBS2"	10	2011-12-13	14.4	"週二"
"Brain"	"브레인"	"KBS2"	11	2011-12-19	13	"週一"
"Brain"	"브레인"	"KBS2"	12	2011-12-20	12.7	"週二"
"Brain"	"브레인"	"KBS2"	13	2011-12-26	15.9	"週一"
"Brain"	"브레인"	"KBS2"	14	2011-12-27	17.7	"週二"
"Brain"	"브레인"	"KBS2"	15	2012-01-02	17.5	"週一"
"Brain"	"브레인"	"KBS2"	16	2012-01-03	18.7	"週二"
"Brain"	"브레인"	"KBS2"	17	2012-01-09	16.5	"週一"
"Brain"	"브레인"	"KBS2"	18	2012-01-10	17.6	"週二"
"Brain"	"브레인"	"KBS2"	19	2012-01-16	6.1	"週一"
"Brain"	"브레인"	"KBS2"	20	2012-01-17	14.8	"週二"
"Dream High 2"	"드림하이 시즌2"	"KBS2"	1	2012-01-30	9.2	"週一"
"Dream High 2"	"드림하이 시즌2"	"KBS2"	2	2012-01-31	8.9	"週二"
"Dream High 2"	"드림하이 시즌2"	"KBS2"	3	2012-02-06	8.2	"週一"
"Dream High 2"	"드림하이 시즌2"	"KBS2"	4	2012-02-07	9.8	"週二"
"Dream High 2"	"드림하이 시즌2"	"KBS2"	5	2012-02-13	7.6	"週一"
"Dream High 2"	"드림하이 시즌2"	"KBS2"	6	2012-02-14	7.9	"週二"
"Dream High 2"	"드림하이 시즌2"	"KBS2"	7	2012-02-20	6.9	"週一"
